design_order,design_id,suite,family_id,decision_type,title,decision_object,intervention_mechanism,primary_outcome,horizon,spatial_unit,binding_constraint_kind,evidence_gate_type,analysis_modes,required_source_roles,implementation_status,current_readiness,existing_template_ref,city_bindings,method_claimed,design_signature,content_hash
183,scenario.infrastructure.roads-bridges.transport-asset-failure.v1,infrastructure-finance-asset-risk,infrastructure.roads-bridges,stress-test,Stress-test transport infrastructure under compound failure,road and bridge network continuity under compound failure,"asset deterioration, network closure, material, workforce, and hazard simulation",scenario-weighted essential trips disconnected,seasonal,network,risk,external-validation,forecast|simulation|optimization,asset-condition|asset-inventory|climate-hazard|geographic-identity|operating-capacity|transport-network,design-only,blocked-missing-source,,0,false,sha256:f411b99614d6cc6e70621508361b2fe94c6d3db23fb24b8ceb1485533d0e85a1,sha256:cc1d255a79007452c6fe82297726ecd56c399ebcdc7cb602b8614107f0ac9969
184,scenario.infrastructure.roads-bridges.preventive-maintenance-effect.v1,infrastructure-finance-asset-risk,infrastructure.roads-bridges,evaluate,Evaluate preventive maintenance and treatment strategies,phased road and bridge preventive maintenance treatment,matched asset event-study with inspection and traffic panels,change in verified condition life and unplanned restriction days,multi-year,asset,equity,causal-identification,descriptive|causal,asset-condition|asset-inventory|financial-cost|geographic-identity|intervention-assignment|outcome-panel|real-time-state|transport-network,design-only,blocked-multiple-gates,,0,false,sha256:291748e867e2ea1acffbca454fb917e653d583010f8111ae478b92d129aa18c5,sha256:7f1669490e7b0581034f9beefa2d2b809e629e0c7b8f5156c5b27d4b1558a6bc
185,scenario.infrastructure.water-wastewater.utility-failure-patterns.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,diagnose,Diagnose water and wastewater asset failure patterns,water and wastewater asset failure patterns,"network-linked incident, sensor, inspection, laboratory, and work diagnosis",high-consequence assets with unresolved failure evidence,annual,network,technical,geographic-alignment,descriptive,asset-condition|asset-inventory|environmental-exposure|geographic-identity|municipal-demand|real-time-state,design-only,blocked-missing-source,,0,false,sha256:ce34f9e265fdeb078de83dd38efffaf6d79addf101914a02b0f1976c6ce04e12,sha256:f97cbfe30b34b36099e2640d58e9412916475150277bf2e52a3b5650209c3d63
186,scenario.infrastructure.water-wastewater.utility-demand-failures.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,forecast,"Forecast utility demand, failures, and treatment load","water and wastewater demand, failure, and treatment load","weather, condition, hydraulic, and process-load forecasting",service demand and failure load above operable capacity,weeks,network,capacity,model-calibration,forecast,asset-condition|asset-inventory|climate-hazard|geographic-identity|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:ab4a22e065dd736ef60f3987f77eb63fb7db09790ffbbd749ccc6e4f6059ebf4,sha256:d4aff501e5af399e89d5cada505b5523ca94b6c7a10c9ba9d310526bf59ce424
187,scenario.infrastructure.water-wastewater.utility-renewal.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,prioritize,Prioritize water and wastewater renewal,water and wastewater renewal portfolio,"condition, consequence, compliance, equity, and lifecycle optimization",expected risk-adjusted service interruption and compliance burden,multi-year,asset,budget,cost-capacity,descriptive|optimization,asset-condition|asset-inventory|environmental-exposure|equity-attribute|financial-cost|geographic-identity,design-only,blocked-missing-source,,0,false,sha256:bff9404fd0622144c3be685eef99cb90336ad7216e582bbf891b6f2e7cae74f0,sha256:874bbe070e36699e91882c9d501f50b4ea73491d5493364e39e573f4a7810c2f
188,scenario.infrastructure.water-wastewater.utility-facilities.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,site,"Site utility storage, pumping, treatment, and recovery facilities",water and wastewater facility locations,"hydraulic, parcel, hazard, environmental, and burden-aware siting",critical service demand beyond resilient facility capacity,multi-year,facility,regulatory,legal-authority,simulation|optimization,asset-condition|asset-inventory|climate-hazard|equity-attribute|geographic-identity|land-parcel|legal-regulatory,design-only,blocked-missing-source,,0,false,sha256:9bd84b6e98b5f6cdae37fcce5aa3b620473da28960e4fe44f5a4826cb9842e74,sha256:52e3579aaefd413e186ab3617f01ab0d6089a21e95eb66645890b168e9927801
189,scenario.infrastructure.water-wastewater.utility-repair-capacity.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,allocate,"Allocate utility repair, inspection, and emergency capacity",water and wastewater repair and emergency resources,"consequence-, skill-, time-, and minimum-service allocation",critical utility work without assigned qualified capacity,weeks,network,equity,equity-measurement,simulation|optimization,asset-condition|asset-inventory|environmental-exposure|geographic-identity|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:95ea89e0fd567ee1d775b0818313c74b8b611c3fe989b08251b5acc693e24f2c,sha256:db9cd60ffe244d2576f98dafbb3344de7b4c0ef3e39287d58af2b45ffa353afb
190,scenario.infrastructure.water-wastewater.utility-maintenance.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,schedule,"Schedule utility inspection, maintenance, and renewal",water and wastewater maintenance and renewal schedule,"condition, hydraulic, permit, dependency, and crew scheduling",critical asset-days beyond maintenance and compliance windows,weeks,network,time,temporal-alignment,forecast|optimization,asset-condition|asset-inventory|geographic-identity|legal-regulatory|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:628489acea3dfeb7030841a474fcae49ac74295e471601efb42c6da911c5bfd7,sha256:6cde2fb7e25945357ce11b99043874d86a8e69cfb49bed348d7da6c4431990c7
191,scenario.infrastructure.water-wastewater.utility-continuity.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,stress-test,Stress-test water and wastewater continuity,water and wastewater continuity under compound disruption,"hydraulic, process, quality, power, asset, and workforce failure simulation",scenario-weighted essential service interruption,seasonal,network,risk,external-validation,forecast|simulation|optimization,asset-condition|asset-inventory|climate-hazard|environmental-exposure|geographic-identity|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:c220d7a498f2b27f042e91a9cce327ba16b600f9392ac1139cced08ce96d60d2,sha256:d35d691e8b0adf08cbf6ae04f36b1e28efb903fd96a43af2b6a935d2c0e9884c
192,scenario.infrastructure.water-wastewater.renewal-strategy-effect.v1,infrastructure-finance-asset-risk,infrastructure.water-wastewater,evaluate,Evaluate utility renewal and pressure-management strategies,phased utility renewal and pressure-management intervention,matched asset event-study with hydraulic and work panels,change in verified failures and service interruption,multi-year,asset,equity,causal-identification,descriptive|causal,asset-condition|asset-inventory|environmental-exposure|financial-cost|geographic-identity|intervention-assignment|outcome-panel|real-time-state,design-only,blocked-multiple-gates,,0,false,sha256:ecfc770030be5a78a888ce33b22a3e1ebbb2c456eb85b1298268262d716fd9dc,sha256:6f4cecec041f1bfdbf1dccc99255a1ae73358455ca4a469c1523063b774d9cd0
193,scenario.infrastructure.energy-buildings.building-energy-performance.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,diagnose,Diagnose municipal building energy and emissions performance,"municipal building energy, comfort, and emissions anomalies","meter, weather, occupancy, equipment, and work-order reconciliation",verified excess energy and emissions above building baselines,annual,asset,technical,geographic-alignment,descriptive,asset-condition|asset-inventory|environmental-exposure|financial-cost|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:6de976c970a2370ce565eeb9998d188a48648ad5e07a024810abbc48e4393b6a,sha256:ddb02e3970fa167a4d77faf440e6506c3f1c54398700aff38a4ed39f2110f8f3
194,scenario.infrastructure.energy-buildings.building-load-emissions.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,forecast,"Forecast municipal building load, cost, and emissions","municipal building energy load, cost, and emissions","weather, occupancy, tariff, and project-conditioned load forecasting",energy demand above contracted and resilient capacity,weeks,asset,capacity,model-calibration,forecast,asset-inventory|climate-hazard|environmental-exposure|financial-cost|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:c55b9161e0e571cd459c7416a615b4da1df1f1ba0343f9c8bcff89556c019ae8,sha256:758d5593df2d20c5b4511a93cd33cd5ec73f5b19aa35691ca63afc9015e95357
195,scenario.infrastructure.energy-buildings.decarbonization-portfolio.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,prioritize,Prioritize municipal building decarbonization,municipal building decarbonization portfolio,"carbon, comfort, resilience, equity, cost, and lifecycle optimization",remaining lifecycle greenhouse-gas emissions,multi-year,asset,budget,cost-capacity,descriptive|optimization,asset-condition|asset-inventory|environmental-exposure|equity-attribute|financial-cost|legal-regulatory,design-only,blocked-missing-source,,0,false,sha256:034491823294dd24ca5643990215ae5a827239cba928ed03aba188bc93e4bc38,sha256:8606c8ca9781348c408a49587cd694f80eabe84a26c9e2b183add41e7a6b361a
196,scenario.infrastructure.energy-buildings.distributed-clean-energy.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,site,"Site solar, storage, charging, and thermal assets",municipal distributed clean-energy asset locations,"electrical, structural, parcel, load, resilience, and community-value siting",critical load without feasible clean-energy resilience coverage,multi-year,facility,regulatory,legal-authority,simulation|optimization,asset-condition|asset-inventory|environmental-exposure|financial-cost|land-parcel|legal-regulatory|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:1ba1768d165ca42c6d0debd9d0474ce1f13c60035e7c51c29463b5f9d96cb896,sha256:baeec0338364d18f61ebe6a3db666ec1a0ff1b399137d72220a4406b12d50c14
197,scenario.infrastructure.energy-buildings.energy-capital-capacity.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,allocate,"Allocate energy capital, incentives, and delivery capacity",municipal energy capital and project delivery capacity,"carbon, resilience, readiness, and minimum-service allocation",qualified emissions-reduction projects without assigned capacity,weeks,asset,equity,equity-measurement,simulation|optimization,asset-condition|asset-inventory|environmental-exposure|equity-attribute|financial-cost|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:e294a9ef142364512e96d429e2ce59f987cb1d98d6a67fd9d5b5ef52a184f124,sha256:45b78005b235d6238a043e4b8e50b23f074b37c33604e5bb2e4ac1a2c60a0b3e
198,scenario.infrastructure.energy-buildings.decarbonization-projects.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,schedule,Schedule building decarbonization and commissioning,municipal building decarbonization project schedule,"dependency, occupancy, procurement, season, and workforce scheduling",project-days beyond feasible emissions-reduction milestones,weeks,asset,time,temporal-alignment,forecast|optimization,asset-inventory|environmental-exposure|financial-cost|legal-regulatory|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:26f0205c92f13637defd54f5558901cf07334f0d99ccb21f028503e3f2daaf47,sha256:81848ed7f779eabf3c3168799644afdf67da238090feff08c982ac589dd6db9e
199,scenario.infrastructure.energy-buildings.building-grid-stress.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,stress-test,Stress-test municipal buildings under grid and climate stress,municipal building energy continuity under grid and climate stress,"load, weather, grid, equipment, storage, and backup-power simulation",scenario-weighted critical-load service interruption,seasonal,network,risk,external-validation,forecast|simulation|optimization,asset-condition|asset-inventory|climate-hazard|environmental-exposure|financial-cost|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:5449461d52d6c37862db488871e4d6444f03b2c85fd90625055e32c9e8049bc8,sha256:0a1156f20895693116875c3883d3b0c4500a2d88de3434764a94eadc4e11141b
200,scenario.infrastructure.energy-buildings.retrofit-performance.v1,infrastructure-finance-asset-risk,infrastructure.energy-buildings,evaluate,Evaluate municipal building retrofit performance,phased municipal building energy retrofit,matched building difference-in-differences with meter panels,change in weather- and occupancy-normalized energy use,multi-year,asset,equity,causal-identification,descriptive|causal,asset-condition|asset-inventory|environmental-exposure|financial-cost|intervention-assignment|operating-capacity|outcome-panel|real-time-state,design-only,blocked-multiple-gates,,0,false,sha256:bd41de21c60e7022c6099c5d5d6d4f19d857c1ba468143fe9a329f045fa67327,sha256:c147ff3e5e041553bfbe635ce068caa1cbf83027b7b273bb09d4ee0009528efc
201,scenario.infrastructure.capital-finance.capital-obligation-friction.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,diagnose,"Diagnose capital obligations, backlog, and delivery friction","capital obligation, backlog, and delivery risk",asset-budget-contract-schedule reconciliation,verified high-consequence unfunded or delayed obligations,annual,asset,technical,geographic-alignment,descriptive,asset-condition|asset-inventory|financial-cost|legal-regulatory|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:c1fa35ac874c80f312edc0baa61dc774ea886868148d0112efd96d958ed3de7e,sha256:495bb10adc88498c508e083b56f79bdc282aeb1ac1287cafebfbb3286ad91859
202,scenario.infrastructure.capital-finance.capital-fiscal-outlook.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,forecast,"Forecast capital cost, revenue, debt, and delivery capacity",multi-year municipal capital and fiscal outlook,"scenario-based revenue, cost, cash-flow, and project-stage forecasting",capital obligation above affordable deliverable capacity,weeks,citywide,capacity,model-calibration,forecast,asset-condition|asset-inventory|financial-cost|legal-regulatory|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:df8912da2b7c363790ea7263f08e82dfc65fc42a5605ca8c45c830b314a73bbe,sha256:c5ca3eee0cccd673067cdaed5fd5e9d136e8790a83f562830dbc8462f6fdf1b0
203,scenario.infrastructure.capital-finance.capital-investment-portfolio.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,prioritize,Prioritize the municipal capital investment portfolio,municipal capital investment portfolio,"risk, service, equity, lifecycle, dependency, and fiscal optimization",expected risk-adjusted unmet capital-service need,multi-year,asset,budget,cost-capacity,descriptive|optimization,asset-condition|asset-inventory|equity-attribute|financial-cost|legal-regulatory|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:371ba2bb2077c43ac2e3c2943cdeb378ab0eb63cf1d37ea2082634ecb1be96eb,sha256:0333f081879c843af4b177bc8d5499bb78237594f806a200a2a31cc7e47e66b8
204,scenario.infrastructure.capital-finance.capital-reserve-assets.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,site,Site strategic reserve and shared municipal assets,shared municipal reserve and continuity asset locations,"cross-department network, hazard, parcel, cost, and burden-aware siting",critical municipal services beyond resilient reserve coverage,multi-year,facility,regulatory,legal-authority,simulation|optimization,asset-inventory|climate-hazard|equity-attribute|financial-cost|land-parcel|operating-capacity|transport-network,design-only,blocked-missing-source,,0,false,sha256:92dc6b3fbf03e32ff42c95f5d8dbdfcae02b40845450834143c12571a4d07946,sha256:4a5b612f29956962822e4e1d5489d80301f52f0887234ea9699b903c53bfe0d5
205,scenario.infrastructure.capital-finance.capital-funding.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,allocate,Allocate capital funding and delivery capacity,municipal capital funding and delivery capacity,"legal, fiscal, dependency, readiness, and minimum-service allocation",priority capital need without assigned affordable capacity,weeks,asset,equity,equity-measurement,simulation|optimization,asset-condition|asset-inventory|equity-attribute|financial-cost|legal-regulatory|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:9e87c155a83ba4e74ede6f47f767869ad076dcf121401b417b1467741bd7675e,sha256:6513387550197da8ffc81b26416b1961964ae9fd35444009c5d7182bda9bd3c4
206,scenario.infrastructure.capital-finance.capital-delivery.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,schedule,Schedule capital procurement and delivery,municipal capital project delivery schedule,"funding, dependency, permit, procurement, season, and workforce scheduling",priority project-days beyond service and compliance milestones,weeks,asset,time,temporal-alignment,forecast|optimization,asset-inventory|financial-cost|legal-regulatory|operating-capacity|real-time-state|service-schedule,design-only,blocked-missing-source,,0,false,sha256:49ffdda0614777e50fd6f9222c6bf4ed77cddb58d265739c0c949f4a757bc8a7,sha256:dff72abe16f76f38d7a1b04f8919976907d8ce27f8d173d2a6d12971b85b99da
207,scenario.infrastructure.capital-finance.fiscal-capital-shock.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,stress-test,Stress-test the capital plan under fiscal and delivery shocks,municipal capital plan under fiscal and delivery stress,"correlated fiscal, cost, schedule, asset, and hazard simulation",scenario-weighted critical service and fiscal threshold breach,seasonal,citywide,risk,external-validation,forecast|simulation|optimization,asset-condition|asset-inventory|climate-hazard|financial-cost|legal-regulatory|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:1052ffda34586418d4958d1f3d6991950ffe7eafffcd7c82f4b89efbc6992b85,sha256:d5068cde2e166454f5e239425498f67e19ec330952a991dc7e5a7764d5df379e
208,scenario.infrastructure.capital-finance.delivery-reform-effect.v1,infrastructure-finance-asset-risk,infrastructure.capital-finance,evaluate,Evaluate capital delivery and financing reforms,phased municipal capital delivery and financing reform,matched project cohort event-study with scope-change controls,change in scope-adjusted cost and delivery variance,multi-year,asset,equity,causal-identification,descriptive|causal,asset-condition|asset-inventory|financial-cost|intervention-assignment|legal-regulatory|operating-capacity|outcome-panel|real-time-state,design-only,blocked-multiple-gates,,0,false,sha256:46f48a8a654b7e65c4f72b8b12b65dc2360e6089e0d8d95075c90dae88212c1c,sha256:fd200cdeba92ad3f5499556043300dae9770cfefb4b6b9353294a75e55e4a5cf
209,scenario.equity.distributional-service.service-disparities.v1,behavioral-policy-equity,equity.distributional-service,diagnose,Diagnose distributional service-access and quality disparities,need-adjusted public-service access and quality disparities,denominator-aware multistage service disparity decomposition,unexplained service-access and quality gap,annual,population-group,technical,geographic-alignment,descriptive,community-input|demographic-context|equity-attribute|municipal-demand|outcome-panel|service-schedule,design-only,blocked-missing-source,,0,false,sha256:1bab8aa5532fa6456923e0c22dc78b9cb3d6b9f524eb41c0f1fc6be24adcf76d,sha256:841d8e481a5e563ba9db4a4e8f292068198bacba9eec646907ff2a2ca9e21975
210,scenario.equity.distributional-service.equitable-service-need.v1,behavioral-policy-equity,equity.distributional-service,forecast,Forecast service need and capacity by population group,population-specific eligible service need and capacity,"denominator, eligibility, season, and access-conditioned forecasting",eligible need above minimum service capacity,weeks,population-group,capacity,model-calibration,forecast,demographic-context|equity-attribute|municipal-demand|operating-capacity|outcome-panel|real-time-state,design-only,blocked-missing-source,,0,false,sha256:485d66db16f85e06ce8d772beb29716546ca76f4c11377d2c5d4e3f9086000dc,sha256:ad45414fa3a92e924b7f79301d63d3d1a163581427af155eefa8fa2c44486a1f
211,scenario.equity.distributional-service.equity-improvement-portfolio.v1,behavioral-policy-equity,equity.distributional-service,prioritize,Prioritize cross-agency equity improvements,cross-agency service-equity improvement portfolio,"need, rights, disparity, evidence, cost, and deliverability prioritization",population-weighted verified minimum-service gap,multi-year,service-area,budget,cost-capacity,descriptive|optimization,community-input|demographic-context|equity-attribute|financial-cost|legal-regulatory|municipal-demand,design-only,blocked-missing-source,,0,false,sha256:8a947f5af67c2183af01352650751209f5534bce98b8bee684895284c06d318c,sha256:8ba4394e7bb47a6deac104a2b7b08971f4a0147f561957290c15f7b0194b666e
212,scenario.equity.distributional-service.equitable-service-network.v1,behavioral-policy-equity,equity.distributional-service,site,Site an equitable network of public-service access points,equitable public-service access locations,"need-, rights-, travel-, language-, and capacity-aware facility siting",eligible people beyond usable qualified service access,multi-year,facility,regulatory,legal-authority,simulation|optimization,community-input|demographic-context|equity-attribute|facility-inventory|municipal-demand|transport-network,design-only,blocked-missing-source,,0,false,sha256:b8dfd7cdf2863b9f7d7b551b587d197695b6b0cad9cd1cbf2bc8392197ce005d,sha256:0a4d38202d95c5e3304fe7d76e37ea48a400daa69aa0ea82edd65ef771fbc2f6
213,scenario.equity.distributional-service.minimum-service-capacity.v1,behavioral-policy-equity,equity.distributional-service,allocate,Allocate capacity under minimum equitable service guarantees,cross-agency minimum-service capacity,needs-based allocation with explicit equity floors and uncertainty,eligible population below minimum service coverage,weeks,population-group,equity,equity-measurement,simulation|optimization,community-input|demographic-context|equity-attribute|municipal-demand|operating-capacity|service-schedule,reference-implemented,reference-implemented,deep.equity.area-balance.v1,0,false,sha256:3209ab84e56aaba8cee044bd86677efd2feb366ad6f9c43c4383d7e68bafd6ac,sha256:cd683b13933e790c14cf1ceab2ffaf677de38bbd0b6ac83159f7194829e1d613
214,scenario.equity.distributional-service.equity-remediation.v1,behavioral-policy-equity,equity.distributional-service,schedule,Schedule equity remediation and service reviews,cross-agency equity remediation and review schedule,"rights-, severity-, dependency-, capacity-, and accountability scheduling",person-days below verified minimum service standards,weeks,service-area,time,temporal-alignment,forecast|optimization,community-input|demographic-context|equity-attribute|legal-regulatory|municipal-demand|service-schedule,design-only,blocked-missing-source,,0,false,sha256:97a4f74b2b91013cc2886c378a99521a3571b330e8f0c984596951d449c2dd3a,sha256:b9ca7873d3c718e475b018112b4919840f21f57cee8c8b14f4c04bcd0907ac74
215,scenario.equity.distributional-service.equity-under-disruption.v1,behavioral-policy-equity,equity.distributional-service,stress-test,Stress-test equitable service under disruption,minimum equitable service continuity under disruption,"group-specific access, demand, channel, facility, and workforce failure simulation",scenario-weighted people below minimum service guarantees,seasonal,network,risk,external-validation,forecast|simulation|optimization,climate-hazard|demographic-context|equity-attribute|facility-inventory|municipal-demand|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:db2267addaff1192dc67d562fa7a71e06974a9fd2c6c678fe343736af07f3e18,sha256:7f46eba5545f9b7aaf9aa0084af9bab0ca0a34cb3be4ee8f1c07f541049871b1
216,scenario.equity.distributional-service.equity-policy-effect.v1,behavioral-policy-equity,equity.distributional-service,evaluate,Evaluate service-equity interventions,phased cross-agency service-equity intervention,staggered service-area evaluation with need and outcome panels,change in need-adjusted service access and outcome gaps,multi-year,population-group,equity,causal-identification,descriptive|causal,community-input|demographic-context|equity-attribute|intervention-assignment|legal-regulatory|municipal-demand|outcome-panel|service-schedule,design-only,blocked-multiple-gates,,0,false,sha256:fd89e399000a5a0e4d86f96292cc07a06e135ac71ae78a72ed9a0475ec78e64b,sha256:4e279e85b97bfaf4c5cba43dc6b3c754ea74560433c2eb932e13da1e7aa1298b
217,scenario.equity.participation-communication.participation-gaps.v1,behavioral-policy-equity,equity.participation-communication,diagnose,"Diagnose participation, representation, and feedback gaps",public participation and feedback-process gaps,stage-specific denominator and contribution pathway diagnosis,affected people without usable participation and feedback access,annual,population-group,technical,geographic-alignment,descriptive,community-input|demographic-context|equity-attribute|geographic-identity|outcome-panel|service-schedule,design-only,blocked-missing-source,,0,false,sha256:dd90b82eddafb39689ca36731e6b70866120cf0b5f06b904a037b3098daa1da7,sha256:f761e2aa079b49ab71109729e1bbb862eef8070c9583ec4684dbcb57c811025c
218,scenario.equity.participation-communication.engagement-demand.v1,behavioral-policy-equity,equity.participation-communication,forecast,Forecast participation and communication demand,public participation and risk-communication demand,"issue-, channel-, language-, and event-conditioned engagement forecasting",affected participation demand above usable channel capacity,weeks,population-group,capacity,model-calibration,forecast,community-input|demographic-context|equity-attribute|geographic-identity|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:325e1d6f90ebf9299f0f23bc7430645c80d4e357123d7253074fe63c856759b0,sha256:29314d589f08fc6a06a5eddab88023b893c04878fe06472aecb6f3e05a82078f
219,scenario.equity.participation-communication.inclusive-engagement-portfolio.v1,behavioral-policy-equity,equity.participation-communication,prioritize,Prioritize inclusive participation and communication improvements,inclusive participation and communication improvement portfolio,"representation, rights, usability, trust-risk, cost, and evidence prioritization",affected-population participation and feedback access gap,multi-year,service-area,budget,cost-capacity,descriptive|optimization,community-input|demographic-context|equity-attribute|financial-cost|geographic-identity|legal-regulatory,design-only,blocked-missing-source,,0,false,sha256:702b1ad4e8352969d6f546eb9443c3e77e82b04f97150424a1db8b979207e34c,sha256:c2e139aee90cc2cdeecea064c994f33e161a466eaf186f85009a16abd46bcd71
220,scenario.equity.participation-communication.engagement-venues.v1,behavioral-policy-equity,equity.participation-communication,site,Site accessible participation and communication venues,accessible participation and communication locations,"travel, language, accessibility, privacy, trust, and capacity-aware siting",affected people beyond usable participation access,multi-year,facility,regulatory,legal-authority,simulation|optimization,community-input|demographic-context|equity-attribute|facility-inventory|geographic-identity|transport-network,design-only,blocked-missing-source,,0,false,sha256:ed75351786e8b4864798079caa007e771d24a26fcc310e17415b1446dc3273ef,sha256:1ee4296fb7137ac80bd9567d6fcea8d15f28cbab5be6e6e6aa368b8f9bfbc919
221,scenario.equity.participation-communication.engagement-support.v1,behavioral-policy-equity,equity.participation-communication,allocate,"Allocate engagement, translation, and participation support",public participation and communication support resources,affected-population and minimum-access allocation,affected engagement needs without assigned usable support,weeks,population-group,equity,equity-measurement,simulation|optimization,community-input|demographic-context|equity-attribute|geographic-identity|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:348d8647e5a4860756ecd76bb106e7926847c4db55a811999b3abd6c776820b0,sha256:55e621e3e783112eeafd05da74325997f92c6f2d5f792d4c85750b3f89eaaec0
222,scenario.equity.participation-communication.engagement-feedback-cycle.v1,behavioral-policy-equity,equity.participation-communication,schedule,"Schedule participation, communication, and feedback closure",public participation and feedback-closure schedule,"notice, accessibility, dependency, deliberation, and accountability scheduling",affected person-days without timely participation or response,weeks,citywide,time,temporal-alignment,forecast|optimization,community-input|demographic-context|geographic-identity|legal-regulatory|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:311ba3b78c817461894ab41fd18223203cea725961a61a224f2520e224874143,sha256:9f2d3441212ed9d9b9ed9f33b00a464029bf17b70721314edfbd4dfe0a800ef2
223,scenario.equity.participation-communication.communication-failure.v1,behavioral-policy-equity,equity.participation-communication,stress-test,Stress-test public communication under crisis and channel failure,public risk communication under crisis and channel failure,"message, channel, language, trust, misinformation, and capacity simulation",scenario-weighted affected people without timely usable information,seasonal,network,risk,external-validation,forecast|simulation|optimization,community-input|demographic-context|facility-inventory|geographic-identity|operating-capacity|real-time-state,design-only,blocked-missing-source,,0,false,sha256:01737cf89380ebac0ee0c696dd25da28f8815b1d6f5b61016790e44e0b1b164c,sha256:6e619930571f49866a964704bfeb3782af5a1f77e91a45e32fca0bc3da4f2e3e
224,scenario.equity.participation-communication.engagement-design-effect.v1,behavioral-policy-equity,equity.participation-communication,evaluate,Evaluate inclusive engagement and risk communication,phased inclusive engagement and communication redesign,randomized encouragement or staggered process evaluation,change in verified usable participation and comprehension,multi-year,population-group,equity,causal-identification,descriptive|causal,community-input|demographic-context|equity-attribute|geographic-identity|intervention-assignment|legal-regulatory|outcome-panel|service-schedule,design-only,blocked-multiple-gates,,0,false,sha256:786b7f127313e020b5aa8a6ae3f41a9e61fe9fea22594e52ad75538cc3836195,sha256:341d5a51b32ac4b08e92fc01cd0b00111fa498f6138d8283d15ccf0a9fd4161e
225,scenario.equity.compliance-incentives.compliance-process-friction.v1,behavioral-policy-equity,equity.compliance-incentives,diagnose,Diagnose compliance and administrative-burden pathways,compliance assistance and administrative-burden pathways,rights-aware stage and denominator process diagnosis,eligible or regulated cases with unresolved process barriers,annual,population-group,technical,geographic-alignment,descriptive,community-input|demographic-context|equity-attribute|legal-regulatory|municipal-demand|outcome-panel,design-only,blocked-missing-source,,0,false,sha256:e122996843b38fc5546ca38bc2d6a13061fb233a64c9e4da2b673a70091dbaa3,sha256:c5bd8115a4a5db2a2e1b82f66d14ad08c6e22b94dd3a470833208ab47d051b7a
226,scenario.equity.compliance-incentives.assistance-inspection-demand.v1,behavioral-policy-equity,equity.compliance-incentives,forecast,Forecast compliance assistance and inspection demand,compliance assistance and inspection workload,"deadline, policy, channel, case-mix, and season forecasting",priority assistance and inspection demand above capacity,weeks,service-area,capacity,model-calibration,forecast,demographic-context|legal-regulatory|municipal-demand|operating-capacity|real-time-state|service-schedule,design-only,blocked-missing-source,,0,false,sha256:3ac4d9a3edb49589e9ca83435acddf37a03c1fe2d070484456303724ca882617,sha256:6a0b4071cec1b0938ed373b160d5a307b475e098a8b2587d35e97e4d6c73e01a
